,item_code,tariff_country_code,tariff_country_description,tariff_code,customs_description,material_composition,Department,Division,Product Group,Product Type,style_number,style_name,development_name,style_update,Composition for Label,Material Group,Material Type,Main Material,Inseam Length (cm),Construction,Composition,Secondary Material,Composition.1,Garment Weight Without Packaging,Sales Color Name,option_version
10,1MD10480462,NOR,Norway,62113300,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01780  | RT2106156-PU,"82% Polyester (Mechanical Recycled) - rPES, 18% Elastane - EL",76,White | Black,2024SP
11,1MD10480462,KOR,South Korea,6211331000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01780  | RT2106156-PU,"82% Polyester (Mechanical Recycled) - rPES, 18% Elastane - EL",76,White | Black,2024SP
12,1MD10480462,EU,Europe,6211339000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01780  | RT2106156-PU,"82% Polyester (Mechanical Recycled) - rPES, 18% Elastane - EL",76,White | Black,2024SP
13,1MD10480553,USA,United States,6211339054,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
14,1MD10480553,EU,Europe,6211339000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
15,1MD10480553,CHN,China,6211339000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
16,1MD10480553,AUS,Australia,6211339004,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
17,1MD10480553,HKG,Hong Kong,62113390,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
18,1MD10480553,CHE,Switzerland,62113300-000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
19,1MD10480553,NZL,New Zealand,6211330200K,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
20,1MD10480553,JPN,Japan,621133200,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
21,1MD10480553,NOR,Norway,62113300,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
22,1MD10480553,GBR,United Kingdom,6211339000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
23,1MD10480553,BRA,Brazil,62113300,,,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
24,1MD10480553,KOR,South Korea,6211331000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
25,1MD10480553,CAN,Canada,6201409021,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Black,2024FA
26,1MD10481258,HKG,Hong Kong,62113390,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
27,1MD10481258,KOR,South Korea,6211331000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
28,1MD10481258,NOR,Norway,62113300,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
29,1MD10481258,AUS,Australia,6211339004,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
30,1MD10481258,GBR,United Kingdom,6211339000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
31,1MD10481258,USA,United States,6211339054,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
32,1MD10481258,BRA,Brazil,62113300,,,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
33,1MD10481258,CAN,Canada,6201409021,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
34,1MD10481258,JPN,Japan,621133200,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
35,1MD10481258,EU,Europe,6211339000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
36,1MD10481258,NZL,New Zealand,6211330200K,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
37,1MD10481258,CHN,China,6211339000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
38,1MD10481258,CHE,Switzerland,62113300-000,Woven Vest,100% Polyamide (Recycled Nylon) - rPA,Apparel,Men,Outerwear,Jackets,1MD1048,Weather Vest,Weather Vest M,CO - Carry Over,"Main Fabric
Polyamide (recycled) 100%
Back Lining
Polyamide (recycled) 87%
Elastane 13%
Padding
Polyester (recycled) 100%",Textile,Woven,TX00423  | PRC1003-NFC-DWR,0.0,Ripstop,100% Polyamide (Recycled Nylon) - rPA,TX01420  | RT2110039-B-clr,"75% Recycled Polyester, 25% Elastane - EL",0,Hay,2024FA
39,1MD10691752,USA,United States,6109901049,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
40,1MD10691752,JPN,Japan,610990200,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
41,1MD10691752,NOR,Norway,61099010,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
42,1MD10691752,CHN,China,6109909060,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
43,1MD10691752,AUS,Australia,6109900028,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
44,1MD10691752,CHE,Switzerland,61099000-000,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
45,1MD10691752,EU,Europe,6109902000,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
46,1MD10691752,GBR,United Kingdom,6109902000,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
47,1MD10691752,KOR,South Korea,6109903090,Knitted Tank,100% Polyester (Recycled) - rPES,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
48,1MD10691752,BRA,Brazil,61099000,,,Apparel,Men,Tops,Tanks,1MD1069,Weather Vest 2.0,Tank Top Light Distance M,TN - Totally New,"Main Fabric
Cotton 68%
Polyester 20%
Polyester (recycled) 12%
Rib
Cotton 97%
Elastane 3%
Lining
Polyester (recycled) 100%",Textile,Knit,TX00324  | AM6767WIC-PG-BS,0.0,Single Jersey,100% Polyester (Recycled) - rPES,TX01614  | SFR 32289,"97% Cotton (Organic) - CO, 3% Elastane - EL",65,Mint | White,2023SP
